id,name,officialAllergenStatus,sourceFamily,parserProfile,totalItemCount,officialItemCount,officialCoverageRatio,directAverageAllergenCount,crossContactAverageAllergenCount,directItemWithAnyCount,directItemWithAnyRatio,crossContactItemWithAnyCount,crossContactItemWithAnyRatio,officialEvidenceBucket,officialFullMatrixOrApiCount,officialIngredientDisclosureCount,officialProductSectionCount,officialGlobalCrossContactNoteCount,suspiciousOfficialParserFragmentCount,dominantDirectAllergenSet,dominantDirectAllergenSetCount,dominantDirectAllergenSetRatio,dominantCrossContactSet,dominantCrossContactSetCount,dominantCrossContactSetRatio,suspiciousRowCount,classifications,remediationBucket,reviewNote,sourceUrls,evidenceSnippets
dauphines-dc,Dauphine's,not-found,generic-website,generic-website,42,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.dauphinesdc.com/menu/dinner/ | https://www.dauphinesdc.com/menu/brunch/,"french onion, gruyere, pecorino | birch beer, rosemary, cracked black pepper | smoked oyster aioli, pickled celery, potato croutons | Chesapeake Bay blue catfish, Louisiana rice grits | Chesapeake Bay blue catfish, heirloom grits"
ottoman-taverna-dc,Ottoman Taverna,not-found,generic-website,generic-website,57,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.ottomantaverna.com/menu/dinner-menu/ | https://www.ottomantaverna.com/menu/ottoman-experience/,"Char-grilled spicy ground beef kebap seasoned with red peppers and spices. Served with bulgur pilav, ezme (Turkish salsa), and carrot-red cabbage slaw | Grape leaves stuffed with rice, pine nuts, and raisins, with yogurt sauce | Garlic-yogurt, celery, and sundried chili | Garlic-yogurt, celery, sundried chili & tomato | Char-grilled spicy ground beef kebap wrapped in lavash bread with eggplant purée. Served with tomato sauce and yogurt"
albi-dc,Albi,not-found,website-menu-pdfs,website-menu-pdfs,30,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://albimenu.s3.us-east-1.amazonaws.com/Albi_Menu_Dinner.pdf | https://albimenu.s3.us-east-1.amazonaws.com/Albi_Sweets.pdf,"english pea falafel, cherry tomato jibne and green shatta labne | loin & belly shish marinated in dill yogurt on herb tahini shaved summer squash, fermented chili honey cinnamon stick kefta | smoky soujek with pine nuts and spring onion labne | charred fava bean, green tomato ramps & tatbili | dry aged & lacquered in tomato molasses 7 spice and burnt shallot bazella - a stew of smoked peas & sity’s butter rice"
federalist-pig-dc,Federalist Pig,not-found,generic-website,generic-website,41,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.federalistpig.com/menu/,"smoky, savory, and a little sweet | chopped pork or brisket, melted cheese, crispy onions, BBQ sauce, sesame bun | chopped or sliced | Tortilla chips, chopped brisket, queso, Monterey Jack, pico de Gallo, pickled onions, pickled jalapeños, crema, cilantro | pulled pork, crispy skin, coleslaw, spicy vinegar sauce, sesame bun"
lucky-buns-dc,Lucky Buns,not-found,website-menu-pdfs,website-menu-pdfs,15,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://media-cdn.getbento.com/accounts/94d7c0eebe8c5743d369e32524589f82/media/9Zp69Rl7SI2tUkbKIJgq_ADMO%20DINNER%20MENU%20NEW%20%281%29.pdf,"BOGAN BUN | CAJUN FRIES | house-made san sebastian cheesecake, cherry compote | CHEESY FRIES | marinated and grilled tandoori chicken, lucky sauce, gouda, arugula, charred red onion, gordys pickles (add bacon +3)"
daru-dc,Daru,not-found,generic-website,generic-website,23,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.darudc.com/menu,"tamarind chutney, sweet yogurt, mint chutney, crispy chickpea, cumin cracker | tomato-szechuan chutney, chili crisp, sesame | tandoori chicken, cashew, sour cherry | onion, tomato masala, fenugreek, served with basmati rice | tandoori chicken, red chili, sour cream, red cabbage"
centrolina-dc,Centrolina,not-found,website-menu-pdfs,website-menu-pdfs,34,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://static1.squarespace.com/static/5eaef0ecbe08834c183a3cdc/t/6a36b0c70af6370eee61d1f2/1781969095421/_620+2026+LUNCH+.pdf | https://static1.squarespace.com/static/5eaef0ecbe08834c183a3cdc/t/6a39a306ea158c0ac8a64894/1782162182816/_622++2026+Dinnerpdf++%283%29.pdf | https://static1.squarespace.com/static/5eaef0ecbe08834c183a3cdc/t/6a2c395349b4146e36825db0/1781283155233/May+Pastry--+Post+to+Website.pdf,latte | 6 cappuccino | 7 | earth-n-eats arugula | lemon | extra virgin olive oil | walnut | parmigiano | white asparagus | mediterranean sea bass fillet | potato confit | slow rosted tomato | charred broccoli | blackberry | walnut | honeycomb | lime | tahini
maydan-dc,Maydan,extracted,website-menu-pdfs,website-menu-pdfs,86,28,0.326,1.393,0,28,1,0,0,official-disclosure-only,0,28,0,0,0,milk,7,0.25,,28,1,0,,none,,https://meetatmaydan.com/washington-dc | https://static1.squarespace.com/static/5be471e312b13fbb8d5c7682/t/67c0ccc5f2ffd11ed8041370/1740688581923/Copy+of+Maydan+-+Dinner+Menu+21925+print+%283%29.pdf | https://static1.squarespace.com/static/5be471e312b13fbb8d5c7682/t/69c01c9e552d51028324e98e/1774197918957/Maydan+Brunch+Menu.pdf | https://meetatmaydan.com/los-angeles | data/fixtures/maydan-official-pdf-menu.json | https://www.maydandc.com/s/Copy-of-Maydan-Dinner-Menu-21925-print-3.pdf | https://meetatmaydan.com/s/Maydan-Brunch-Menu.pdf,"Sweet potatoes, labne, harissa, aleppo. | Garlic, almonds, raisins, onions, date molasses. | Field lettuce greens, citrus, pistachios, red wine vinaigrette. | Mint, parsley, scallion, radish. | Wildflower honey, Maldon sea salt."
the-dabney-dc,The Dabney,not-found,website-menu-pdfs,website-menu-pdfs,12,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://thedabney.com/wp-content/uploads/2026/04/A-la-Carte-Menu-4.29.26.pdf | https://thedabney.com/wp-content/uploads/2026/03/A-la-Carte-Menu-3.28.26.pdf,"WILD RAMPS COOKED OVER EMBERS aged seven sisters FIRESIDE FARMS SPRING ARUGULA green goddess, brioche, preserved chili, french breakfast radish CHICKEN LIVER PARFAIT cornbread, burnt sugar, rhubarb, sfumato, salted vanil | SEASON’S FIRST WILD RAMPS COOKED OVER EMBERS aged seven sisters + périgord black truffle FIRESIDE FARMS SPRING LETTUCES green goddess, brioche, preserved chili, scarlett turnips APPLE CIDER DONUT chicken liver parfait, w | CHEF’S FIVE COURSE MENU At The Dabney, our goal is to showcase the quality and diversity of the ingredients within our region and the wonderful people who raise, grow, and produce them. We choose to cook over embers in o | croutons / brown butter / lemon / fingerling potatoes / crispy chicken skin / garner’s farm asparagus | charred spring greens / anson mills farro verde / swallowtail cheese / pita / yogurt / red chermoula"
seven-reasons-dc,Seven Reasons,extracted,website-menu-pdfs,website-menu-pdfs,51,30,0.588,2.033,0,30,1,0,0,official-disclosure-only,0,30,0,0,0,shellfish,6,0.2,,30,1,0,,none,,https://www.sevenreasonsgroup.com/menus/seven-reasons/lunch.pdf | https://www.sevenreasonsgroup.com/menus/seven-reasons/dinner.pdf | https://www.sevenreasonsgroup.com/menus/seven-reasons/brunch.pdf | https://www.sevenreasonsgroup.com/menus/seven-reasons/happy-hour.pdf,"Oyster of the day, latin mignonette, pulling hair sauce | Red snapper, leche de tigre, crispy quinoa, purple sweet potato Allergens: Alliums, Peppers, | Sugar cane, cotija & taleggio cheese feta nata | Sweet plantain brioche, kombu mayo, caramelized sesame seeds, cured egg yolk Allergens: Alliums, Peppers, Dairy, Gluten, Sesame, Seaweed PICANHA CARPACCIO Smoked Kalamata dressing, heart of palm, garlic chips, fried cape | 100% Organic ground beef, white cheddar, bacon jam, aji dulce relish, 7R sauce , brioche"
masseria-dc,Masseria,not-found,generic-website,generic-website,11,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.masseria-dc.com/menu | https://www.masseria-dc.com/menu-option | https://www.masseria-dc.com/4coursemenu,"Shenandoah Valley Lamb. Fava Bean. Ramp. Mazza Frissa. Bombette. Smoked Lamb Leg. Hakurei Turnip. | Holland Jumbo White Asparagus. Razor Clam. Fermented Asparagus. Sorrel Cream. | Holland Jumbo White Asparagus. Fermented Asparagus. Sorrel Cream. | Smoked Beet. Tardivo Radicchio. Leek. Black Garlic. | Experience the pinnacle of indulgence with our exquisite pairing of Petrossian Royal Daurenki Caviar and freshly shucked Wellfleet oysters. Served with traditional accompaniments, this harmonious duo elevates every bite "
maketto-dc,Maketto,not-found,website-menu-pdfs,website-menu-pdfs,27,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://maketto1351.com/wp-content/uploads/2026/01/Maketto-Food-Menu-1.7.26.pdf,"Pork Shoulder, Chicken Or Veggie, Rice Noodles, Herbs, Peanuts, Cucumber, | Pork Shoulder Or Chicken, Rice Noodle, Chicken Broth, Dough Stick (*) | (V, GF) | Spicy Cauliflower Sesame, Pickled Celery (V, GF) | Peanuts, Cumin Glaze (GF)"
daikaya-dc,Daikaya,extracted,generic-website,generic-website,91,4,0.044,0,0,0,0,0,0,official-disclosure-only,0,4,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://www.daikaya.com/menus/ | https://www.daikaya.com/menu/izakaya-menu/ | https://www.daikaya.com/ramen-instructions/ | https://media-cdn.getbento.com/accounts/16fc7271bc87035687c240d3612f4d25/media/zcZgSqVR12nNIoN6yd6A_IZAKAYA%20MENU%204.23.25.pdf,"Onsen egg, sea urchin, house-marinated salmon roe, shiso, wasabi, sweet shoyu dashi - Inspired by the scene in the movie “Rocky.” You can chug it like the Champ or eat it with a spoon to savor the luxurious “eggs.” | shiso, sesame seeds | spice paste made with pork and chilies (has peanuts) | A rich & spicy broth made with red miso, pork, and bonito. *CONTAINS FISH & SEAFOOD PRODUCT* | BUTTER"
baan-siam-dc,Baan Siam,extracted,toast,toast-menu,76,1,0.013,0,0,0,0,0,0,official-disclosure-only,0,1,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://www.baansiamdc.com/_files/ugd/35c3ff_15ffa8f57f934f7bbfc1728cdb03bb0a.pdf | https://order.toasttab.com/online/baan-siam-425-i-st-nw,"“Khua kling” Chicken | Ground chicken, green & red peppers, Southern Thai chili paste, served with rice (Spicy) | “Pad cha” Shrimp | Shrimp, fingerroot, bamboo shoots, green beans, basil, green & red peppers, served with rice. (Med-Spicy) | Baan Siam Green Chili Paste"
purple-patch-dc,Purple Patch,extracted,toast,toast-menu,98,1,0.01,0,0,0,0,0,0,official-disclosure-only,0,1,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://www.purplepatchdc.com/menus | https://order.toasttab.com/online/purplepatchdc,"soy sauce & calamansi braised bone-in short rib, sautéed onions & potatoes, served with house salad & lemon vinaigrette, and a side of jasmine rice | Adobo Fried Potatoes | Alimasag Fried Rice | jasmine rice sautéed with garlic, onions, soy sauce & jumbo lump crab meat | chicken, ginger, scallions, saffron & toasted garlic"
el-presidente-dc,El Presidente,extracted,generic-website,generic-website,52,1,0.019,0,0,0,0,0,0,official-disclosure-only,0,1,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://elpresidentedc.com/,"double patty, american cheese, chipotle remoulade, pickled jalapeños & onions | confit pork, guacamole, spicy pickled onion | summer squash, corn, epazote, squash blossoms, chihuahua cheese, verde pipian sauce | little gem lettuce, classic caesar dressing, parmesan, croutons | chihuahua cheese, avocado, tomatillo & tomato salsa, crema"
the-red-hen-dc,The Red Hen,not-found,generic-website,generic-website,41,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://theredhendc.com/dinner/ | https://theredhendc.com/dessert/,"Amara Rossa di Sicilia | Crispy Risotto Fritters, Roasted Tomato, Basil Aioli, 24-Month Aged Parmigiano | Averna | Bordiga Chiot Montamaro | Braulio"
chloe-dc,Chloe,not-found,generic-website,generic-website,38,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.restaurantchloe.com/menu/dinner/ | https://www.restaurantchloe.com/menu/brunch/ | https://order.toasttab.com/online/restaurantchloe,"crispy nori tempura, hass avocado, wasabi-soy emulsion | wildflower honey, medjool date, membrillo, pecan-dried fruit bread | baby arugula, strawberries, lemon vinaigrette, mint, whipped goat cheese | tahini, lemon, garlic, mint, toasted pine nuts | piparra peppers, pickled garlic, cornichons, turnips, fennel pollen"
cane-dc,Cane,extracted,toast,toast-menu,23,23,1,0,8,0,0,23,1,official-disclosure-only,0,23,0,0,0,,23,1,egg | fish | milk | peanut | shellfish | soy | tree-nut | wheat,23,1,0,supported-cross-contact,supported-cross-contact,Broad may-contain/cross-contact warnings are supported by official source evidence and preserved.,https://www.cane-dc.com/lunch-menu/ | https://www.cane-dc.com/dinner-menu/ | https://order.toasttab.com/online/cane-403-h-st-ne | https://www.cane-dc.com/happy-hour-menu/,"*Allergen Notice: Menu items may contain or come into contact with wheat, milk, eggs, peanuts, tree nuts, fish, shellfish and soy."
stellina-pizzeria-dc,Stellina Pizzeria,not-found,toast,toast-menu,70,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.stellinapizzeria.com/menus/ | https://order.toasttab.com/online/stellina-pizzeria | https://www.stellinapizzeria.com/pizza-bento-box/ | https://www.stellinapizzeria.com/pedal-for-pizza/ | https://www.stellinapizzeria.com/pedal-for-pizza-2/ | https://www.stellinapizzeria.com/location/washington-stellina-pizzeria/ | https://www.stellinapizzeria.com/location/washington-dc-union-market-coming-soon/,"Tomato sauce, guanciale, red onions, mozzarella, Pecorino Romano | Tomato sauce, guanciale, red onions, mozzarella, Pecorino Romano, sunny side up egg | Dry aged beef burger, Arugula, caramelized onions, pickled red onions, crispy guanciale, mozzarella, homemade mayonnaise and ketchup, Fried egg | Dry aged beef burger, lettuce, mozzarella cheese caramelized onions, pickled red onios, mozzarella, homemade mayonnaise and ketchup, crispy bacon, choice of bourbon or classic maple syrup & chips | Classic Sicilian rice balls, meat ragù, mozzarella, tomato sauce"
supra-dc,Supra,not-found,generic-website,generic-website,88,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://supradc.com/washington-shaw-supra-food-menu | https://supradc.com/816024 | https://supradc.com/815951 | https://supradc.com/25968 | https://supradc.com/25961,"classic rkatsiteli: handpicked, fermented & then aged in qvevri for five months, dried apricot, peach, hints of white tea, honey & slight nuttiness | dark amber hue with an orange tinge; intense, complex aromas of dried fig, persimmon, herbs & spices, roasted nuts; full-bodied with fleshy tannins and a long finish | intense but smooth, this peppery amber is truly one-of-a-kind; notes of black tea, dried pear & chestnut honey; fermented not in a qvevri but in the same 200-year-old hollow lime tree ‘khorago’ the family uses for pressi | medium-bodied versatile blend from our friend sandro’s 50-year-old vineyard in kakheti; sandro coaxes all the aromatics from the mtsvane to complement the rkatsiteli; dried apricot, almond, pear & white cherry | honey, dried fruits and hazelnut, an intense classic amber from the heart of Kakheti (recommend decanting)"
salt-line-dc,The Salt Line DC,not-found,generic-website,generic-website,54,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.thesaltline.com/washington-dc-menus/ | https://www.thesaltline.com/menu/dinner/ | https://order.toasttab.com/online/locations/a50e545d-5e7b-4e54-9b8c-d5b27c2777af/4285b5cb-a1f2-470e-957b-cde3e2ccc980 | https://www.thesaltline.com/location/the-salt-line/,"tillamook cheddar, lump crab, green tabasco, old bay crab chips, scallions | sweet corn, vanilla bean ice cream, candied ginger | Hot fudge, vanilla diplomat | spinach, beurre blanc, roasted red peppers, crispy eggplant | potato bun, single patty, American cheese, served with fries and fresh fruit"
the-bazaar-dc,The Bazaar by Jose Andres DC,not-found,generic-website,generic-website,76,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.thebazaar.com/menu/dc-dinner/ | https://www.thebazaar.com/menu/dc-lunch/ | https://www.thebazaar.com/menu/dc-tasting-menus/,"paella-style pasta, squid ink, cuttlefish sofrito, spider crab | Waygu beef, cheddar, airbread | airbread, cheddar, Wagyu beef | short rib steak, piquillo pil pil | beef sirloin, tempura shiso, egg yolk, mustard vinaigrette, anchovy"
honeymoon-chicken-dc,Honeymoon Chicken,not-found,generic-website,generic-website,85,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.honeymoonchicken.com/menu/ | https://www.honeymoonchicken.com/order-online/ | https://www.honeymoonchicken.com/ | https://www.honeymoonchicken.com/locations/,"served honey dusted or dipped in our signature hot honey. Combo includes a honey butter roll, side, and fountain drink. | served with a honey butter roll | served with 2 honey butter rolls | 8 boneless crispy chicken breast bites served either honey dusted or dipped in our signature hot honey. Combo includes a honey butter roll, side, and fountain drink. | cinnamon waffle, fresh berries, whipped cream"
laos-in-town-dc,Laos in Town,not-found,generic-website,generic-website,94,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.laosintown.com/menus | https://www.laosintown.com/qr-menu | https://www.laosintown.com/_api/v1/access-tokens | https://www.laosintown.com/menus?location=K+Street+Northeast&menu=vegan-menu#1 | https://www.laosintown.com/_files/ugd/8c849f_2ca5db87eb3e4baba09e9fdb588a3188.pdf | https://www.laosintown.com/_files/ugd/8c849f_6d3197ea524847a7835a19bb2da77f2d.pdf | https://www.laosintown.com/_files/ugd/8c849f_46a552dcedbe4b5b948d33071d248824.pdf | https://www.laosintown.com/_api/restaurants-menus-item/v1/items,"baguette bread, Lao pork loaf, pork ham, fresh herb, pickle | chicken, Lao eggplant, green bean, scallion, mushroom, basil, | LUNCH MENU | DINNER MENU | Wagyu beef, mixed mushroom,"
residents-cafe-bar-dc,Residents Cafe & Bar,not-found,generic-website,generic-website,41,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.residentsdc.com/menus/ | https://www.residentsdc.com/menu/brunch-menu/ | https://www.residentsdc.com/menu/dinner-menu/,"avocado | levain baguette, avocado, feta cheese, pomegranate, cilantro, aleppo pepper | passionfruit sauce, toasted bread crumbs, ras el hanout | dry aged beef, potato bun, aged cheddar, pickled red onion, house chipotle sauce, lettuce, tomato, fries"
